HHA CCN,HHA Brand Name,HHA ID Owner,HHA Name Owner,HHA DBA Owner,HHA NPI,HHA ID,HHA Name,HHA DBA,HHA Address,HHA City,HHA Zip,HHA Fips,HHA County,HHA State,HHA State Cd,HHA CBSA,HHA Rating,HHA Auth Person,HHA Auth Person Desgn,HHA Auth Person Tele
679576,,,,,1801912050,6406859537,BIG COUNTRY HEALTHCARE SERVICES LLC,BIG COUNTRY HEALTHCARE SERVICES,2434 S 7TH ST,ABILENE,79605,48441,TAYLOR,Texas,TX,"Abilene, TX",2.5,JOHNNIE HUDSON,OWNER/ADMINISTRATOR,325-675-0559
267614,,,,,1043750359,7810265097,"THE WHOLE PERSON, INC.",,"1211 N BELT HIGHWAY, STE 205",SAINT JOSEPH,64506,29021,BUCHANAN,Missouri,MO,"St. Joseph, MO-KS",3.5,MICHAEL SOODJINDA,INTERIM CEO,816-627-2255
377736,,2365670536,HOMETOWN HOLDINGS LLC,,1629213889,9537216221,"HOMETOWN QUALITY CARE, LLC",CHOICE HEALTH AT HOME - ANTLERS,"191475 N 4140 ROAD, SUITE 3",ANTLERS,74523,40127,PUSHMATAHA,Oklahoma,OK,Non Metropolitan,2.5,KATRINA LANIER,SECRETARY,855-485-8273
467061,TERRACE HOME HEALTH,3173545464,ROCKY MOUNTAIN CARE LLC,,1386642965,0446227748,"BCBU, INC",ROCKY MOUNTAIN HOME CARE,"576 WEST 900 SOUTH, SUITE 105",WOODS CROSS,84010,49011,DAVIS,Utah,UT,"Ogden, UT",3,LANCE SAMUELSON,BOARD PRESIDENT,018-397-4100
117028,Amedisys,3072421957,AMEDISYS INC,AMEDISYS INC A DELAWARE CORP,1548218290,2264342823,"AMEDISYS GEORGIA, L.L.C.","NORTH GEORGIA HOME HEALTH AGENCY, AN AMEDISYS COMPANY",122 BATTLEFIELD CROSSING COURT,RINGGOLD,30736,13047,CATOOSA,Georgia,GA,"Chattanooga, TN-GA",4,TRAVIS MIGLICCO,SVP TAX,225-299-3803
041320,,,,,1326040007,5395032999,LITTLE RIVER MEDICAL CENTER INC,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,71822,05081,LITTLE RIVER,Arkansas,AR,"Texarkana, TX-AR",-,VICKI KEENER,ADM. ASSISTANT,870-898-5011
457849,,,,,1871710400,1951376474,"ALFRED HEALTHCARE SERVICES, INC.","ALFRED HEALTHARE SERVICES, INC.",1601 E LAMAR BLVD SUITE 117,ARLINGTON,76011,48439,TARRANT,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,ALFRED AKINOLA,ADMINISTRATOR,972-224-1633
757462,,,,,1033881917,5597137968,LA UNITED HOME HEALTH CARE INC,,8133 SAN FERNANDO RD SUITE 4,SUN VALLEY,91352,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,ERIK DANIALIAN,CEO,800-356-4048
277053,,5294189171,MTWY HEALTH,,1023183720,5294644381,KALISPELL REGIONAL MEDICAL CENTER INC,LOGAN HEALTH HOME CARE,275 CORPORATE DR STE 600,KALISPELL,59901,30029,FLATHEAD,Montana,MT,"Kalispell, MT",2.5,KEVIN ABEL,CHIEF EXECUTIVE OFFICER,406-752-1724
559792,,,,,1558977215,4284047275,HELPING HANDS HOME HEALTH BEST CARE INC,,"14545 VICTORY BLVD, SUITE 407",VAN NUYS,91411,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,VLADIMIR BELKIN,ADMINISTRATOR,310-897-8241
497638,BrightSpring,9335496363,RESCARE HOLDINGS INC,,1598450074,0648627208,ADORATION HOME HEALTH CARE VIRGINIA II LLC,ADORATION HOME HEALTH,5101C BACKLICK ROAD,ANNANDALE,22003,51059,FAIRFAX,Virginia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.5,MARGARET PEMBERTON,VICE PRESIDENT,800-866-0860
398133,,,,,1477786648,0941335590,THE VILLAGE AT MORRISONS COVE,VILLAGE IN PLACES SERVICES,429 SOUTH MARKET STREET,MARTINSBURG,16662,42013,BLAIR,Pennsylvania,PA,"Altoona, PA",2,HEATHER ROSAMILIA,ASSISTANT ADMINISTRATOR,814-793-2104
427058,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1043258189,8022174507,FLORENCE HOME CARE SERVICES LLC,CAROLINAS HOME HEALTH,"121 E. CEDAR STREET, PO BOX 100550",FLORENCE,29501,45041,FLORENCE,South Carolina,SC,"Florence, SC",3.5,JOSHUA PROFFITT,PRESIDENT,337-233-1307
467252,,,,,1366687865,3577830033,SOLUTIONS FOR HOME HEALTH AND HOSPICE,WASATCH HOME HEALTH,"83 SOUTH 2600 WEST, SUITE 204",HURRICANE,84737,49053,WASHINGTON,Utah,UT,"St. George, UT",-,MAHOGANI MADRIGAL,CEO,385-522-2906
757711,,,,,1205582905,2668822164,"BROADVIEW HOME HEALTH, INC.",,517 E WILSON AVE SUITE 103B,GLENDALE,91206,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,ARMEN BENYAMINYAN,PRESIDENT/ CEO,747-777-4491
267589,Elara Caring,5799084786,"BW NHHC CO-INVEST, L.P.",,1881641090,0941271217,"TRI COUNTY HOME HEALTH, INC.",ELARA CARING,"1614 W BUSINESS HWY 60, STE A-1",DEXTER,63841,29207,STODDARD,Missouri,MO,Non Metropolitan,4.5,KATIE MONASTIERE,COMPLIANCE PRIVACY&SAFETY OFFICER,517-768-4373
347223,,4486562139,UNIVERSITY OF NORTH CAROLINA HEALTH CARE SYSTEM,UNC PHARMACY AT EASTOWNE,1568401446,4486561008,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,UNC HOME HEALTH,"1101 WEAVER DAIRY RD, STE 200",CHAPEL HILL,27514,37135,ORANGE,North Carolina,NC,"Durham-Chapel Hill, NC",3,JANET HADAR,"PRESIDENT, UNC HOSPITALS",984-974-2819
380027,,9234047697,"MERCY MEDICAL CENTER, INC.",MERCY MEDICAL CENTER HOSPICE,1477590198,9234047697,"MERCY MEDICAL CENTER, INC.",MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,97471,41019,DOUGLAS,Oregon,OR,"Roseburg, OR",4,JAMIE POINDEXTER,MARKET VP OPERATIONAL FINANCE,541-677-2458
743100,,,,,1306983309,0547369878,SCOF ENTERPRISE INC,SCOF HEALTHCARE PROVIDERS,360 PLACE 1201 N WATSON RD SUITE 268,ARLINGTON,76006,48439,TARRANT,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,FRIDAY AIGBEDION,ALT.  ADMINISTRATOR,817-459-1220
247279,Commonspirit Health at Home,1355259755,COMMONSPIRIT HEALTH,COMMONSPIRIT HEALTH,1952329047,9830003516,UNITY FAMILY HEALTHCARE,CHI HEALTH AT HOME,815 SOUTHEAST SECOND STREET,LITTLE FALLS,56345,27097,MORRISON,Minnesota,MN,Non Metropolitan,3.5,STEVEN SMITH,PRESIDENT,320-631-5600
178063,Deaconess,2567725476,"DEACONESS HEALTHCARE HOLDINGS, INC.","DEACONESS HEALTHCARE HOLDINGS, INC",1861989402,8426306630,"HEALTH WATCH HEALTH CARE OF WEST KS, LLC",HEALTH WATCH HOME HEALTH,126 S FOWLER,MEADE,67864,20119,MEADE,Kansas,KS,Non Metropolitan,4,ERIK DRENNEN,CEO,903-905-4810
147751,,,,,1568456143,9638081151,EXCELLENT HOME HEALTH CARE INC,,3901 WEST OAKTON,SKOKIE,60076,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",5,FRUCTOSA LISING,ADMINISTRATOR,847-674-3202
178059,,5698055648,CARTER HEALTHCARE OF KANSAS LLC,,1891712691,5395649958,"BLESSED TRINITY HOME HEALTH CARE, INC.",CARTER HEALTHCARE,"6376 COLLEGE BLVD., STE A",OVERLAND PARK,66211,20091,JOHNSON,Kansas,KS,"Kansas City, MO-KS",-,SUSAN DOUGLAS,COMPLIANCE OFFICER,405-947-7700
107681,,7214269430,ALL HOMECARING FLORIDA INC,HOME HEALTH CONNECTION,1699336040,7214269430,ALL HOMECARING FLORIDA INC,ALWAYS IN TOUCH HOME CARE,15050 ELDERBERRY LN STE 2,FORT MYERS,33919,12071,LEE,Florida,FL,"Cape Coral-Fort Myers, FL",-,JULIE LIVERINGHOUSE,ADMINISTRATOR,813-994-7826
227290,,3678865177,THE ROPER FAMILY IRREVOCABLE TRUST III,,1679573281,4688613078,SUBURBAN HOME HEALTH CARE INC.,,"1050 COMMONWEALTH AVENUE, SUITE 300",BOSTON,02115,25025,SUFFOLK,Massachusetts,MA,"Boston-Cambridge-Newton, MA-NH",2.5,MICHAEL ROPER,PRESIDENT,617-264-7100
427076,,4082527742,SELF REGIONAL HEALTHCARE,LAKELANDS NURSING AND REHABILITATION CENTER,1871694620,7719891506,ABBEVILLE COUNTY MEMORIAL HOSPITAL,HEALTH RELATED HOME CARE,104 W PICKENS STREET,ABBEVILLE,29620,45001,ABBEVILLE,South Carolina,SC,"Greenwood, SC",3,MARY JACKSON,CHIEF COMPLIANCE OFFICER,864-366-3279
147993,,,,,1326233693,4880779669,"ADVANCE HOME HEALTH , INC..",,"800 ROOSEVELT RD, BLDG A, STE 212",GLEN ELLYN,60137,17043,DUPAGE,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",4.5,MARIETTA BONDAD,AGENCY SUPERVISOR,630-545-0179
307046,,,,,1083693014,3173597754,"VNA AT HCS, INC",HOME HEALTHCARE HOSPICE AND COMMINITY SERVICES INC.,312 MARLBOROUGH STREET,KEENE,03431,33005,CHESHIRE,New Hampshire,NH,"Keene, NH",3.5,DAWN MICHELIZZI,CFO,603-352-2253
687096,,,,,1730646605,6406186147,"GULF BREEZE HOME HEALTH, INC",,111 2ND AVE NE STE 319,SAINT PETERSBURG,33701,12103,PINELLAS,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",4,LIDIA MONTERO,VP,786-281-8400
267069,,,,,1760402572,2567351570,JOHN FITZGIBBON MEMORIAL HOSPITAL INC.,FITZGIBBON COMMUNITY HOME HEALTH,"2305 SOUTH HIGHWAY 65, STE D, - PO BOX 250",MARSHALL,65340,29195,SALINE,Missouri,MO,"Marshall, MO",5,NANCY HARRIS,CFO/COO,660-886-7431
678216,,,,,1871570382,0648318253,ROSE HOME HEALTH SERVICES INC,,4677 TECHNIPLEX DR.,STAFFORD,77477,48157,FORT BEND,Texas,TX,"Houston-Pasadena-The Woodlands, TX",-,WILMA NARVACAN,CEO/ADMINISTRATOR,281-892-2001
447506,CHI ST. VINCENT HEALTH AT HOME,2466620059,CHI NATIONAL SERVICES LLC,,1922362144,9032387626,"CHI NATIONAL HOME CARE, LLC",CHI MEMORIAL HEALTH AT HOME,"5600 BRAINERD ROAD, SUITE 500",CHATTANOOGA,37421,47065,HAMILTON,Tennessee,TN,"Chattanooga, TN-GA",4,JACK HAWKINS,V.P. FINANCE & CFO,513-576-8478
058248,,,,,1427013663,6204746852,HEALTHWISE HOME CARE SOLUTIONS INC,,1100 N VENTURA RD STE 102,OXNARD,93030,06111,VENTURA,California,CA,"Oxnard-Thousand Oaks-Ventura, CA",3,SUZANNE FUSSELL,ADMINISTRATOR,805-983-0086
059748,,,,,1205274248,3476788480,"PRISTINE CARE HOME HEALTH SERVICES, INC.",,28481 RANCHO CALIFORNIA ROAD SUITE 109,TEMECULA,92590,06065,RIVERSIDE,California,CA,"Riverside-San Bernardino-Ontario, CA",4,ELMER SAMOY,CEO/ADMINISTRATOR,951-506-0348
447125,NHC Homecare,8022004175,NATIONAL HEALTHCARE CORPORATION,,1669498937,7719880772,NHC-OP LP,NHC HOMECARE COLUMBIA,223 E. JAMES CAMPBELL BLVD,COLUMBIA,38401,47119,MAURY,Tennessee,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",4.5,ROBERT USSERY,SVP,615-890-2020
747780,,2163717414,AVATAR ASSOCIATES LLC,,1922314657,1658537311,WILCARE HEALTHCARE INC.,AVATAR HEALTHCARE,"100 N CENTRAL EXPY, SUITE 190, ROOM 111",RICHARDSON,75080,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",1,ANI GOPALAKRISHNAN,AUTHORIZED OFFICIAL,972-248-8282
453182,,,,,1932263787,4587741178,"VALERIEANNE AND FLOYD, INC",ELITE HOME HEALTH,905 N 4TH STREET,LONGVIEW,75601,48183,GREGG,Texas,TX,"Longview, TX",3,JOHN CRAIG,CEO/OWNER,903-452-4336
461603,,941595284,ORANGE HEALTHCARE LLC,,1154665651,5991716359,"HOME CAREGIVERS PARTNERSHIP, LLC",CANYON HOSPICE OF SOUTHERN UTAH,640 EAST 700 SOUTH,ST. GEORGE,84770,49053,WASHINGTON,Utah,UT,"St. George, UT",,KENNETH NORRIS,OWNER,801-485-6166
239072,,,,,1356588081,2769548619,"FIRST STOP HOME CARE, INC.",E. P. I. C.  HOME CARE,15443 MIDDLEBELT RD,LIVONIA,48154,26163,WAYNE,Michigan,MI,"Detroit-Warren-Dearborn, MI",4,ESTRELITA CABANAYAN,PRESIDENT,248-905-5800
747788,,,,,1942594940,3173779501,BEULAH HOME HEALTH AGENCY INC,,3613 ROCK CREEK DRIVE,TYLER,75707,48423,SMITH,Texas,TX,"Tyler, TX",-,VINCENT UDOSEN,PRES,903-525-9037
147052,,7517926330,COUNTY OF CALHOUN,CALHOUN COUNTY HEALTH DEPARTMENT,1649261587,7517926330,COUNTY OF CALHOUN,CALHOUN COUNTY HEALTH DEPARTMENT,210 FRENCH STREET P O BOX 158,HARDIN,62047,17013,CALHOUN,Illinois,IL,"St. Louis, MO-IL",-,SANDY TEICHMANN,PUBLIC HEALTH ADMINISTRATOR,618-576-2428
058247,,,,,1508816299,5597673251,BLUE STAR HOME HEALTH INC,,21731 VENTURA BLVD. SUITE 210,WOODLAND HILLS,91364,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,VENUS MOHAMMAD,CEO,818-772-7600
147611,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1518904309,6204830219,"GALESBURG HOME CARE, LLC",LHC-ILLINOIS HOME HEALTH CARE,"1865 N HENDERSON ST, SUITE 11B",GALESBURG,61401,17095,KNOX,Illinois,IL,"Galesburg, IL",3,JOSHUA PROFFITT,PRESIDENT,337-233-1307
407001,,,,,1932150810,7315076858,"VISITING NURSE ASSOCIATION GREGORIA AUFFANT,INC",HOME CARE GREGORIA AUFFANT,114 CALLE ELEANOR ROOSEVELT URB EL VEDADO,SAN JUAN,00918,72127,SAN JUAN,Puerto Rico,PR,"San Juan-Bayamón-Caguas, PR",2.5,CARMEN MARTINO,EXECUTIVE DIRECTOR,787-753-8095
369039,BUCKEYE HOME HEALTH CARE,2668604786,THE LTM GROUP LLC,,1184276057,3678803475,BUCKEYE HOME HEALTH CARE OF COLUMBUS LLC,SCARLET HOME HEALTH CARE,1169 BRYDEN ROAD,COLUMBUS,43205,39049,FRANKLIN,Ohio,OH,"Columbus, OH",5,TAMMY TURNMIRE,CORPORATE COMPLIANCE,937-291-3780
407024,METRO PAVIA @ HOME,1052621992,ARTAU HOLDINGS III LLC,,1437563418,1557589363,"METRO PAVIA AT HOME, LLC",METRO PAVIA @ HOME,METROPOLITAN OFFICE BUILDING 153 AVE JOSE DE DIEGO STE. 205,ARECIBO,00612,72013,ARECIBO,Puerto Rico,PR,"Arecibo, PR",5,LISANDRA VELEZ GONZALEZ,EXECUTIVE DIRECTOR,787-705-6982
037469,,,,,1851792808,0941506422,GRAND CANYON HOME HEALTH CARE INC,,"2320 W PEORIA AVE, SUITE C122B",PHOENIX,85029,04013,MARICOPA,Arizona,AZ,"Phoenix-Mesa-Chandler, AZ",1.5,LINDA ABRAMOV,DIRECTOR OF OPERATIONS,602-441-2722
053124,,,,,1053741017,4284862889,OPTIMAL HEALTH CARE INC,"ARCHER HEALTH, INC.",5927 BALFOUR CT.,CARLSBAD,92008,06073,SAN DIEGO,California,CA,"San Diego-Chula Vista-Carlsbad, CA",5,NGOC PHI,COO/SECRETARY,800-689-5049
327202,,3173963733,MATRIX NM HOLDING LLC,,1215953617,3274530787,MATRIX HOME CARE SERVICES OF NEW MEXICO LLC,,1100 SOUTH MAIN STE A,LAS CRUCES,88005,35013,DONA ANA,New Mexico,NM,"Las Cruces, NM",2.5,KATE CONNOLLY,CEO/ ADMINISTRATOR,214-817-9799
267160,,8325942253,FREEMAN-OAK HILL HEALTH SYSTEM,FREEMAN AMBULANCE SERVICE,1407942220,8325942253,FREEMAN-OAK HILL HEALTH SYSTEM,FREEMAN HOME CARE SERVICES,921 EAST 34TH STREET,JOPLIN,64804,29097,JASPER,Missouri,MO,"Joplin, MO-KS",4.5,STEVEN GRADDY,CFO,417-347-6678
757650,,,,,1932851888,0941661466,"DELTA HEALTH SERVICES, INC.",,18430 BROOKHURST ST.,FOUNTAIN VALLEY,92708,06059,ORANGE,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,SERGEY BEDROSSIAN,CEO,818-570-2540
497762,,,,,1588152623,4183974025,"CARE WITH LOVE, LLC",,10519 BRADDOCK RD SUITE A,FAIRFAX,22032,51059,FAIRFAX,Virginia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3,NEFR ISRAEL,PRESIDENT,703-470-5567
679703,,,,,1093732729,2264523554,"CREDENCE HOME HEALTH SERVICES, INC.",,9319 LBJ FREEWAY SUITE 203,DALLAS,75243,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,IYOBOSA OZIGBO,ADMINISTRATOR,972-994-9200
107166,Centerwell ,5294862660,HUMANA INC,"HUMANA, INC.",1427082122,8527976877,"CENTERWELL HEALTH SERVICES CERTIFIED, INC.",CENTERWELL HOME HEALTH,3671 INNOVATION DR,LAKELAND,33812,12105,POLK,Florida,FL,"Lakeland-Winter Haven, FL",4,JOHN NICHOLS,AUTHORIZED SIGNATORY,863-648-9118
227570,Enhabit,446772776,"8 KNOTS MANAGEMENT, LLC",,1558825612,5092055749,"EH HEALTH HOME HEALTH OF NEW ENGLAND, LLC",ENHABIT HOME HEALTH,30 RIVERSIDE DR SUITE 203,LAKEVILLE,02347,25023,PLYMOUTH,Massachusetts,MA,"Boston-Cambridge-Newton, MA-NH",3,JULIE JOLLEY,EVP OF HOME HEALTH OPERATIONS,214-239-6500
107658,,,,,1972553188,3274708714,"HERITAGE HOMECARE OF BROWARD, INC.",HERITAGE HOMECARE,7900 NOVA DR STE 201,DAVIE,33324,12011,BROWARD,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",-,STEVEN RODRIGUEZ,CFO,954-452-8100
248115,,,,,1710513437,6608104799,OMEGA HOME HEALTHCARE LLC,,1335 CORPORATE CENTER CURV SUITE 200,EAGAN,55121,27037,DAKOTA,Minnesota,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",-,ADERONKE MORDI,CEO/PRESIDENT,888-995-4742
747581,,4385769652,CAPITOL HOME HEALTH INC,CAPITOL HOME HEALTH,1992021323,4385769652,CAPITOL HOME HEALTH INC,CAPITOL HOME HEALTH,9015 MOUNTAIN RIDGE DRIVE STE#210,AUSTIN,78759,48453,TRAVIS,Texas,TX,"Austin-Round Rock-San Marcos, TX",4,KELSEY SHULTS,OWNER,512-467-6900
327178,Enhabit,446772776,"8 KNOTS MANAGEMENT, LLC",,1942541040,2961429568,"WELLCARE, INC.",ENHABIT HOME HEALTH,"1096 MECHEM DRIVE, SUITE 302A",RUIDOSO,88345,35027,LINCOLN,New Mexico,NM,"Ruidoso, NM",5,JULIE JOLLEY,EVP OF HOME HEALTH OPERATIONS,214-239-6500
297305,,,,,1861086548,6608284526,PRIME HEALTHCARE SOLUTIONS LLC,SIERRA NEVADA HOME HEALTH,918 W 2ND ST,RENO,89503,32031,WASHOE,Nevada,NV,"Reno, NV",3.5,JOHNATHAN PERRYMAN,CEO,775-835-9929
059455,,,,,1972893907,2961662028,KENO HOME HEALTH AGENCY LLC,,9360 SANTA ANITA AVENUE SUITE 101,RANCHO CUCAMONGA,91730,06071,SAN BERNARDINO,California,CA,"Riverside-San Bernardino-Ontario, CA",3,QUEEN OLOMU,PRESIDENT/OWNER/ ADMISTRATOR,909-948-8562
447156,Amedisys,3072421957,AMEDISYS INC,AMEDISYS INC A DELAWARE CORP,1326096009,4688663867,"AMEDISYS TENNESSEE, LLC.",AMEDISYS HOME HEALTH,7205 LEE HIGHWAY SUITE A,CHATTANOOGA,37421,47065,HAMILTON,Tennessee,TN,"Chattanooga, TN-GA",4.5,PAUL KUSSEROW,PRESIDENT,225-292-2031
467012,,,,,1386636280,5294828695,IRON COUNTY HOME HEALTH AGENCY,,"965 SOUTH MAIN STREET, SUITE 4",CEDAR CITY,84720,49021,IRON,Utah,UT,"Cedar City, UT",2.5,MAREE PRINCE,ADMINISTRATOR,435-586-3939
497689,,,,,1174788517,2860560109,"BEST HEALTH CARE SERVICES, LLC",,9306-A OLD KEEN MILL RD,BURKE,22015,51059,FAIRFAX,Virginia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.5,FREDDY PUGA,PRESIDENT,703-440-1131
757076,,1355767294,NEW PATH GROUP INC,,1013526268,2163848094,PATHWAY HOME HEALTH SERVICES INC,,127 S BRAND BLVD SUITE 208A,GLENDALE,91204,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3.5,ARMEN TOROSSIAN,CEO,818-732-1501
559111,,,,,1922517895,9436415437,NUMBER 1 HOME HEALTH CARE INC,,"21818 CRAGGY VIEW ST, SUITE 204",CHATSWORTH,91311,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3.5,NAIRA CHARCHYAN,PRESIDENT/CEO,818-280-3078
377684,Tradtions Home Health,3870754997,GBHHC HOLDING CORPORATION,,1780320549,4688043888,TRADITIONS HEALTH CARE OF EDMOND LLC,TRADITIONS HEALTH OF CENTRAL OKLAHOMA,"825 S KELLY AVENUE, SUITE 170",EDMOND,73003,40109,OKLAHOMA,Oklahoma,OK,"Oklahoma City, OK",3.5,JOHN KERNDL,CFO & SECRETARY,979-704-6547
327108,,,,,1508057209,5799946265,"PROFESSIONAL HOME HEALTH CARE, INC","PROFESSIONAL HOME HEALTH CARE, INC",10 CALLE MEDICO,SANTA FE,87505,35049,SANTA FE,New Mexico,NM,"Santa Fe, NM",4.5,DEBBIE CONWAY,OWNER/CEO,505-982-8581
559018,AccentCare,1850706326,SEASONS ROLLOVER HOLDINGS LLC,,1376729483,8820900798,ACCENTCARE HOME HEALTH OF CALIFORNIA INC,,"2934 EAST GARVEY AVE, SUITE 210",WEST COVINA,91791,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,"M'LISS KANE",VP LEGAL,949-623-1582
059316,,,,,1578896304,6608917109,ANGELICARE HOME HEALTH INC,,"12598 CENTRAL AVENUE, SUITE 210",CHINO,91710,06071,SAN BERNARDINO,California,CA,"Riverside-San Bernardino-Ontario, CA",5,ROSALIE SEVILLA-MABASA,COMPLIANCE OFFICER,909-464-2273
748056,,,,,1316262017,5193156362,"DIAMOND HEART HEALTHCARE, INC.",,1201 N WATSON RD STE 169,ARLINGTON,76006,48439,TARRANT,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,GEORGE EZIGBO,ADMINISTRATOR/ ADON,817-881-3135
467329,,,,,1891010013,8325232937,QUALITY HEALTH INC.,QUALITY HOME HEALTH & HOSPICE,"888 EAST 3900 SOUTH, SUITE B",SALT LAKE CITY,84107,49035,SALT LAKE,Utah,UT,"Salt Lake City-Murray, UT",3,NINO CALFA,CEO,801-747-0330
057278,"ADVENTIST HEALTH ",9537077292,ADVENTIST HEALTH SYSTEM/WEST,ADVENTIST HEALTH,1770042103,3577661990,WESTERN HEALTH RESOURCES,ADVENTIST HEALTH HOME CARE SERVICES,800 S LOWER SACRAMENTO RD.,LODI,95242,06077,SAN JOAQUIN,California,CA,"Stockton-Lodi, CA",4,MELISSA WARD,PRESIDENT,916-406-1430
367160,,1355430240,"MEDAMERICA HEALTH SYSTEM, CORP.",,1235127838,3971583816,FIDELITY HEALTH CARE INC,FIDELITY NURSING SYSTEMS,3170 KETTERING BOULEVARD,MORAINE,45439,39113,MONTGOMERY,Ohio,OH,"Dayton-Kettering-Beavercreek, OH",4.5,PAULA THOMPSON,PRESIDENT & CEO,937-208-6400
757319,,,,,1770165052,7618371675,CARING HANDS HOME HEALTH INC,,8345 RESEDA BLVD SUITE 206,NORTHRIDGE,91324,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,MARGARITTA MARKOSYAN,CEO,747-258-8683
337213,,,,,1184799587,5294645966,PARKER JEWISH INSTITUTE FOR HEALTH CARE AND REHABILITATION,"PARKER JEWISH INSTITUTE FOR HEALTH CARE AND REHABILITATION, CERTIFIED",271-11 76TH AVENUE,NEW HYDE PARK,11040,36059,NASSAU,New York,NY,"New York-Newark-Jersey City, NY-NJ",2.5,ROBERT WERNER,SR VP OPERATIONS/CFO,718-289-2354
748032,,,,,1194307025,3971909870,ELITE HOME HEALTH PLLC,,4100 PIEDRAS DRIVE EAST,SAN ANTONIO,78228,48029,BEXAR,Texas,TX,"San Antonio-New Braunfels, TX",2,ALYSON MASSINGILL,OWNER/PRESIDENT,210-294-0742
369350,,,,,1508595364,3577948694,BRIGHT HOME HEALTHCARE AND TRANSPORTATION,,"77 EAST WILSON BRIDGE ROAD, SUITE 111",WORTHINGTON,43085,39049,FRANKLIN,Ohio,OH,"Columbus, OH",-,LUKOSE-BRIGHT THOMAS,ADMINISTRATOR,614-896-6084
067603,,,,,1558820506,2860823531,ON GOING HOME HEALTH CARE LIMITED,,12395 E CORNELL AVE,AURORA,80014,08005,ARAPAHOE,Colorado,CO,"Denver-Aurora-Centennial, CO",-,SESKA BELL,OWNER,720-728-8961
147589,,,,,1841249844,3274690219,"COMPREHENSIVE HOME CARE,INC",,6321 NORTH AVONDALE AVE. SUITE,CHICAGO,60631,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",2,MARY FREEDMAN,ADMINISTRATOR,773-774-5944
679273,,,,,1417070020,3072423631,DLS REHAB SERVICES INC,ALLIED HOME HEALTH CARE SERVICES INC,"1925 E BELTLINE RD, STE 284",CARROLLTON,75006,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",3.5,SUNO THOMAS,OWNER,972-620-2006
377779,,,,,1457788408,3072744390,PATIENCE HOME HEALTH CARE LLC,,"5400 NW 23RD STREET, SUITE 204",OKLAHOMA CITY,73127,40109,OKLAHOMA,Oklahoma,OK,"Oklahoma City, OK",1.5,KEHDINGA NUKUNA,ADMINISTRATOR/OWNER,405-604-0373
679485,AccentCare,1850706326,SEASONS ROLLOVER HOLDINGS LLC,,1245236017,3971413329,"KINDSTAR, INC.",ACCENTCARE HEALTH,2950 50TH,LUBBOCK,79413,48303,LUBBOCK,Texas,TX,"Lubbock, TX",4.5,DENA SCHWARTZ,AO/SECRETARY,972-201-3819
335812,,,,,1588963326,3274710181,JBRNC LLC,HUDSON PARK REHABILITATION AND NURSING CENTER,325 NORTHERN BOULEVARD,ALBANY,12204,36001,ALBANY,New York,NY,"Albany-Schenectady-Troy, NY",1,EFRAIM STEIF,MEMBER,845-371-8100
559375,,,,,1285104570,7214351683,LIFESTAR HOME HEALTH INC,,6320 VAN NUYS BLVD SUITE 310,VAN NUYS,91401,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3,FEODOR BOEV,CEO,818-582-8068
